id,file,path,kind,role,description_ru,bpm,key,bars,root_note,duration_s,sample_rate,bit_depth,channels,destination,not_destination,related,peak_dbfs,true_peak_dbfs_4x,source,sha256
L06,L06_ElectricalBed_96_4bars.wav,AUDIO/04_Loops/L06_ElectricalBed_96_4bars.wav,loop,FX,Редкие электрические события на сетке96; без нотного ансамбля.,96,,4,,10.0,48000,24,2,Studio Audio track / local DAW Audio track,"Not a Wavetable preset, not a Voice profile. WAV on MIDI can trigger transcription.",F01 | F02 | F04 | F10,-7.0,-6.85,original_procedural_synthesis,56281efee8d3c5a20a576c6f28dea9218df40d24703b100b749083f08d03179d
L07,L07_Drums_Organic_90_4bars.wav,AUDIO/04_Loops/L07_Drums_Organic_90_4bars.wav,loop,Drums,"Более лёгкий organic-пульс90, без trap rolls.",90,,4,,10.666667,48000,24,1,Studio Audio track / local DAW Audio track,"Not a Wavetable preset, not a Voice profile. WAV on MIDI can trigger transcription.",D12 | D03 | D06,-7.0,-6.99,original_procedural_synthesis,c5d0468104e7a9fbea3111880a6d2e10f1cccdd28c22ba0d62d28b37a8e39735
L08,L08_Sub_Em_102_4bars.wav,AUDIO/04_Loops/L08_Sub_Em_102_4bars.wav,loop,Bass,Четырёхтактовый bass-only Em/C/D/B.,102,E minor,4,,9.411771,48000,24,1,Studio Audio track / local DAW Audio track,"Not a Wavetable preset, not a Voice profile. WAV on MIDI can trigger transcription.",M04 | R01,-7.0,-6.99,original_procedural_synthesis,174ff72bb11d31193539d93ad602ad9edda9b9cac304a886f54ae6e8cc7b5c2c
L09,L09_Keys_Em_102_4bars.wav,AUDIO/04_Loops/L09_Keys_Em_102_4bars.wav,loop,Keys,Synthetic electric keys для альтернативного indie; пара к M03.,102,E minor,4,,9.411771,48000,24,2,Studio Audio track / local DAW Audio track,"Not a Wavetable preset, not a Voice profile. WAV on MIDI can trigger transcription.",M03 | R03,-7.0,-6.99,original_procedural_synthesis,48711a6d6a62987d23cb2cb44ecbd18cbd93d1907213d52d973c4942ad8be26c
L10,L10_SyntheticString_Em_102_4bars.wav,AUDIO/04_Loops/L10_SyntheticString_Em_102_4bars.wav,loop,Synth string,"Синтетическая щипковая контрлиния, не живая гитарная запись.",102,E minor,4,,9.411771,48000,24,2,Studio Audio track / local DAW Audio track,"Not a Wavetable preset, not a Voice profile. WAV on MIDI can trigger transcription.",M07 | N09,-7.0,-6.99,original_procedural_synthesis,a7aa7333ec6cecb26010c44aad4c287f12b6a17285dca7b42a2c4655ddf15ae4
L11,L11_Glass_Fsm_100_4bars.wav,AUDIO/04_Loops/L11_Glass_Fsm_100_4bars.wav,loop,Keys,Хрупкая glass-палитра F#m/D/E/C#.,100,F-sharp minor,4,,9.6,48000,24,2,Studio Audio track / local DAW Audio track,"Not a Wavetable preset, not a Voice profile. WAV on MIDI can trigger transcription.",M05 | M11 | R04,-7.0,-6.99,original_procedural_synthesis,66d046faf8a859c8573132b04641f8469a2c97b77adc6b35c86486d8b6fe131b
L12,L12_Perc_Omissions_100_4bars.wav,AUDIO/04_Loops/L12_Perc_Omissions_100_4bars.wav,loop,Percussion,Сетка100 с намеренными пропусками; не готовая полная drum-section.,100,,4,,9.6,48000,24,2,Studio Audio track / local DAW Audio track,"Not a Wavetable preset, not a Voice profile. WAV on MIDI can trigger transcription.",D08 | D09 | D10,-7.0,-6.99,original_procedural_synthesis,93a659ecbffe8917583a6425266acfbbd3569e2d272ed5fa9faec342a71993b5
M01,M01_Keys_Dm_96_8bars.mid,MIDI/M01_Keys_Dm_96_8bars.mid,midi,Keys,Редкие Dm(add9)/Bbmaj7/Gm(add9)/Asus4/A voicings; пара к L04. C-sharp в финальном A намеренный.,96,D minor,8,,20.0,,,,Studio MIDI track + Wavetable / external DAW MIDI instrument,Not an Audio WAV clip or FX preset. MIDI has no stored sound.,L04 | R03,,,original_composed_midi,8b28b451391164cb9b024127853921d6e23f643ff32cbf905334a42501b03046
M02,M02_Bass_Dm_96_8bars.mid,MIDI/M02_Bass_Dm_96_8bars.mid,midi,Bass,Монофонический бас к M01; пара к L03.,96,D minor,8,,20.0,,,,Studio MIDI track + Wavetable / external DAW MIDI instrument,Not an Audio WAV clip or FX preset. MIDI has no stored sound.,L03 | R01,,,original_composed_midi,735531476193b59a526f699718273795b39cc379d1aa6e7f8876176a471e3434
M03,M03_Keys_Em_102_4bars.mid,MIDI/M03_Keys_Em_102_4bars.mid,midi,Keys,Разреженные клавишные Em/Cmaj7/D/B для альтернативного indie.,102,E minor,4,,9.41176,,,,Studio MIDI track + Wavetable / external DAW MIDI instrument,Not an Audio WAV clip or FX preset. MIDI has no stored sound.,L09 | R03,,,original_composed_midi,ec21bab8c0095dc743e103d255ec2dcd56e6045befa4a4dfd78aaadbd89e2bee
M04,M04_Bass_Em_102_4bars.mid,MIDI/M04_Bass_Em_102_4bars.mid,midi,Bass,Опорный бас Em-палитры; B как доминанта содержит D-sharp в keys.,102,E minor,4,,9.41176,,,,Studio MIDI track + Wavetable / external DAW MIDI instrument,Not an Audio WAV clip or FX preset. MIDI has no stored sound.,L08 | R01,,,original_composed_midi,3f8253b1b029914c8470db09f691243ddc96ec200f62c4af28506ed98492e319
M05,M05_GlassChords_Fsm_100_4bars.mid,MIDI/M05_GlassChords_Fsm_100_4bars.mid,midi,Keys,Стеклянная F-sharp minor-палитра: F#m/D/E/C#.,100,F-sharp minor,4,,9.6,,,,Studio MIDI track + Wavetable / external DAW MIDI instrument,Not an Audio WAV clip or FX preset. MIDI has no stored sound.,L11 | R04,,,original_composed_midi,f31e15bea8326f94cabe29c6b6980e29bcb2cb80f238e20ec0cf6704c5cceb38
M06,M06_Pad_Dm_96_4bars.mid,MIDI/M06_Pad_Dm_96_4bars.mid,midi,Pad,"Верхняя подложка Dm/Bb, без басового регистра.",96,D minor,4,,10.0,,,,Studio MIDI track + Wavetable / external DAW MIDI instrument,Not an Audio WAV clip or FX preset. MIDI has no stored sound.,L05 | R04,,,original_composed_midi,81fb61a63c6d5505e261f8a0d96ea2e7f5a8db20952c9d9678c9b2c6b97c293b
M07,M07_StringCounter_Em_102_4bars.mid,MIDI/M07_StringCounter_Em_102_4bars.mid,midi,Synth string,Контрлиния для синтетического щипкового тембра; это не запись гитариста.,102,E minor,4,,9.41176,,,,Studio MIDI track + Wavetable / external DAW MIDI instrument,Not an Audio WAV clip or FX preset. MIDI has no stored sound.,L10 | N09,,,original_composed_midi,de1a37eace25125259d309c6c067e829dac2e5b78b9d40651f6f4439b702293d
M08,M08_SparseMotif_Dm_96_4bars.mid,MIDI/M08_SparseMotif_Dm_96_4bars.mid,midi,Lead,Небольшой высокий мотив в паузах; не конкурировать с голосом.,96,D minor,4,,10.0,,,,Studio MIDI track + Wavetable / external DAW MIDI instrument,Not an Audio WAV clip or FX preset. MIDI has no stored sound.,N06 | R03,,,original_composed_midi,daeb33e5a16d246e97dd64f2275554cf332e8bf40d91df5de3df1c6cbea969cb
M09,M09_Drums_GM_96_4bars.mid,MIDI/M09_Drums_GM_96_4bars.mid,gm_drum_midi,Drums,GM channel 10. Kick36/snare38/hat42. Не проигрывать обычным Wavetable как готовый kit.,96,,4,,10.0,,,,External DAW + mapped drum sampler only,Default Wavetable is NOT a GM drum kit; use paired WAV loop in Suno.,L01 | D01 | D02 | D04 | R10,,,original_composed_midi,96368d75f4a4c13d74ddc8d62f807e33b3d067c9e03d838f4e750d1d8146eb60
M10,M10_Percussion_Map_96_4bars.mid,MIDI/M10_Percussion_Map_96_4bars.mid,gm_drum_midi,Percussion,"Channel10: 75→F01,37→D10,76→D09. Пользовательское сопоставление в DAW обязательно.",96,,4,,10.0,,,,External DAW + mapped drum sampler only,Default Wavetable is NOT a GM drum kit; use paired WAV loop in Suno.,L02 | R10,,,original_composed_midi,0ad12a783058dfaaaf294eb25f2560d20253fe5e173b0874834bd8e9cd0447f9
M11,M11_Sub_Fsm_100_4bars.mid,MIDI/M11_Sub_Fsm_100_4bars.mid,midi,Bass,Низкая опора для F-sharp minor; для тихих динамиков добавить умеренные гармоники.,100,F-sharp minor,4,,9.6,,,,Studio MIDI track + Wavetable / external DAW MIDI instrument,Not an Audio WAV clip or FX preset. MIDI has no stored sound.,N03 | L11 | R01,,,original_composed_midi,3e77f3249add0619dcf6d48cdf2b51bec255c0a5a4b8cb68fb57de7824445258
M12,M12_GlassArp_Dm_96_4bars.mid,MIDI/M12_GlassArp_Dm_96_4bars.mid,midi,Keys,Разреженный glass-arp; точный рисунок можно менять в piano roll.,96,D minor,4,,10.0,,,,Studio MIDI track + Wavetable / external DAW MIDI instrument,Not an Audio WAV clip or FX preset. MIDI has no stored sound.,N06 | R04,,,original_composed_midi,70dd5f9f11aac1d3750219f93ab51272f8a2d54d3d322bfd5ef14bb12f0e4180
N01,N01_Sub_D2.wav,AUDIO/03_Pitched_OneShots/N01_Sub_D2.wav,one_shot,Bass,"Одиночная синтезированная нота D2; менять высоту осмысленно, не путать с аккордовым лупом.",,,,D2,1.01,48000,24,1,Studio Audio track / local DAW Audio track,"Not a Wavetable preset, not a Voice profile. WAV on MIDI can trigger transcription.",R01,-7.0,-6.99,original_procedural_synthesis,b3043241561ecc533df259bbc8c688a66a384bca111b9984b061ee708618e992
N02,N02_Sub_E2.wav,AUDIO/03_Pitched_OneShots/N02_Sub_E2.wav,one_shot,Bass,"Одиночная синтезированная нота E2; менять высоту осмысленно, не путать с аккордовым лупом.",,,,E2,1.01,48000,24,1,Studio Audio track / local DAW Audio track,"Not a Wavetable preset, not a Voice profile. WAV on MIDI can trigger transcription.",R01,-7.0,-6.99,original_procedural_synthesis,17305430784dbe0b5e03cd43f6b355f4ddf6d0debaa4fe771be781590afa1b46
N03,N03_Sub_Fsharp1.wav,AUDIO/03_Pitched_OneShots/N03_Sub_Fsharp1.wav,one_shot,Bass,"Одиночная синтезированная нота Fsharp1; менять высоту осмысленно, не путать с аккордовым лупом.",,,,Fsharp1,1.21,48000,24,1,Studio Audio track / local DAW Audio track,"Not a Wavetable preset, not a Voice profile. WAV on MIDI can trigger transcription.",R01,-7.0,-6.99,original_procedural_synthesis,f67ed8efbad094986cdecc3b5627d2b7c088a179cdbc7f5588d67ee5b6bb62cb
N04,N04_Sub_A1.wav,AUDIO/03_Pitched_OneShots/N04_Sub_A1.wav,one_shot,Bass,"Одиночная синтезированная нота A1; менять высоту осмысленно, не путать с аккордовым лупом.",,,,A1,1.01,48000,24,1,Studio Audio track / local DAW Audio track,"Not a Wavetable preset, not a Voice profile. WAV on MIDI can trigger transcription.",R01,-7.0,-6.99,original_procedural_synthesis,b7140c0ae7c4518b1144199c8602f4ad169cf4fea2ef00c2619cdb852173f2d0
N05,N05_Tine_D4.wav,AUDIO/03_Pitched_OneShots/N05_Tine_D4.wav,one_shot,Keys,"Одиночная синтезированная нота D4; менять высоту осмысленно, не путать с аккордовым лупом.",,,,D4,2.08,48000,24,1,Studio Audio track / local DAW Audio track,"Not a Wavetable preset, not a Voice profile. WAV on MIDI can trigger transcription.",R03,-7.0,-6.99,original_procedural_synthesis,b44fe26c1c88beb900e51767fbba286d3461440cb2e6ade2a4daccc3ff33e88a
N06,N06_Glass_A4.wav,AUDIO/03_Pitched_OneShots/N06_Glass_A4.wav,one_shot,Keys,"Одиночная синтезированная нота A4; менять высоту осмысленно, не путать с аккордовым лупом.",,,,A4,2.8,48000,24,1,Studio Audio track / local DAW Audio track,"Not a Wavetable preset, not a Voice profile. WAV on MIDI can trigger transcription.",R03,-7.0,-6.98,original_procedural_synthesis,554776b0a32fa7579040e62bb5cd1187236daaa276eb1b03445c21f2042da319
N07,N07_MutedKey_E4.wav,AUDIO/03_Pitched_OneShots/N07_MutedKey_E4.wav,one_shot,Keys,"Одиночная синтезированная нота E4; менять высоту осмысленно, не путать с аккордовым лупом.",,,,E4,1.63,48000,24,1,Studio Audio track / local DAW Audio track,"Not a Wavetable preset, not a Voice profile. WAV on MIDI can trigger transcription.",R03,-7.0,-6.98,original_procedural_synthesis,a12791ec19750404d31233b27c426f001e4095075d38be1aa1bae2c0131b1ed4
N08,N08_MetalTone_D3.wav,AUDIO/03_Pitched_OneShots/N08_MetalTone_D3.wav,one_shot,Keys,"Одиночная синтезированная нота D3; менять высоту осмысленно, не путать с аккордовым лупом.",,,,D3,2.05,48000,24,1,Studio Audio track / local DAW Audio track,"Not a Wavetable preset, not a Voice profile. WAV on MIDI can trigger transcription.",R03,-7.0,-6.99,original_procedural_synthesis,5ffcc2b219aa59f7f877c354e8bc25391b9f6c828dc242759d055274c207cb6a
N09,N09_SyntheticString_E3.wav,AUDIO/03_Pitched_OneShots/N09_SyntheticString_E3.wav,one_shot,Synth string,"Одиночная синтезированная нота E3; менять высоту осмысленно, не путать с аккордовым лупом.",,,,E3,1.5,48000,24,1,Studio Audio track / local DAW Audio track,"Not a Wavetable preset, not a Voice profile. WAV on MIDI can trigger transcription.",R03,-7.0,-6.99,original_procedural_synthesis,2d0c4602255d2356da8839fd848ad5b846c3dfd71c11777f1efa2544dde042ef
R01,R01_Wavetable_Clean_Sub.txt,RECIPES/R01_Wavetable_Clean_Sub.txt,recipe,Bass,ЗАЧЕМ: устойчивый моно-саб; не менять уже написанные ноты.,,,,,,,,,Read recipe; apply in the specified UI. NOT importable as audio/MIDI/plugin preset.,Never drag this TXT into a WAV/MIDI/Wavetable/VST/Voice slot.,M02 | M04 | M11 | L03,,,authored_workflow_recipe,acc2117de7e3ab075d44ba93f5bd55885eee28218ab16a61117ebb4be293a56f
R02,R02_Wavetable_Bass_Edge.txt,RECIPES/R02_Wavetable_Bass_Edge.txt,recipe,Bass,ЗАЧЕМ: электрическая агрессия в середине при устойчивом чистом сабе.,,,,,,,,,Read recipe; apply in the specified UI. NOT importable as audio/MIDI/plugin preset.,Never drag this TXT into a WAV/MIDI/Wavetable/VST/Voice slot.,M02 | N01,,,authored_workflow_recipe,196a4ef415c6b0d7040c5981a4155fc1be473b7c9cc16f76206136f498f2ea55
R03,R03_Wavetable_Synthetic_Keys.txt,RECIPES/R03_Wavetable_Synthetic_Keys.txt,recipe,Keys,ЗАЧЕМ: синтетические electric keys вместо случайной гитары в аудиогенерации.,,,,,,,,,Read recipe; apply in the specified UI. NOT importable as audio/MIDI/plugin preset.,Never drag this TXT into a WAV/MIDI/Wavetable/VST/Voice slot.,M01 | M03 | M08 | L04 | L09,,,authored_workflow_recipe,023309aaaa2d5c7d96cdbd532ad7641ad87d2925c9aacdc76bd826bf2b90b3bc
R04,R04_Wavetable_Glass_Pad.txt,RECIPES/R04_Wavetable_Glass_Pad.txt,recipe,Pad,"ЗАЧЕМ: хрупкая верхняя фактура, не мешающая сабу и русским согласным.",,,,,,,,,Read recipe; apply in the specified UI. NOT importable as audio/MIDI/plugin preset.,Never drag this TXT into a WAV/MIDI/Wavetable/VST/Voice slot.,M05 | M06 | M12 | L05 | L11,,,authored_workflow_recipe,fd12b43a7c08872bd8de321dd9c7068149eb5ad66ebafb1b3696766916a5a4e7
